PG.MolecularWeight,PG.NrOfStrippedSequencesIdentified (Experiment-wide),PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,[1] 20251205_SR_saliva_set2_#1.raw.PG.NrOfStrippedSequencesIdentified,[2] 20251205_SR_saliva_set2_#2.raw.PG.NrOfStrippedSequencesIdentified,[3] 20251205_SR_saliva_set2_#3.raw.PG.NrOfStrippedSequencesIdentified,[4] 20251205_SR_saliva_set2_#4.raw.PG.NrOfStrippedSequencesIdentified,[5] 20251205_SR_saliva_set2_#5.raw.PG.NrOfStrippedSequencesIdentified,[6] 20251205_SR_saliva_set2_#6.raw.PG.NrOfStrippedSequencesIdentified,[7] 20251205_SR_saliva_set2_#7.raw.PG.NrOfStrippedSequencesIdentified,[8] 20251205_SR_saliva_set2_#8.raw.PG.NrOfStrippedSequencesIdentified,[9] 20251205_SR_saliva_set2_#9.raw.PG.NrOfStrippedSequencesIdentified,[10] 20251205_SR_saliva_set2_#10.raw.PG.NrOfStrippedSequencesIdentified,[11] 20251205_SR_saliva_set2_#11.raw.PG.NrOfStrippedSequencesIdentified,[12] 20251205_SR_saliva_set2_#12.raw.PG.NrOfStrippedSequencesIdentified,[13] 20251205_SR_saliva_set2_#13.raw.PG.NrOfStrippedSequencesIdentified,[1] 20251205_SR_saliva_set2_#1.raw.PG.Quantity,[2] 20251205_SR_saliva_set2_#2.raw.PG.Quantity,[3] 20251205_SR_saliva_set2_#3.raw.PG.Quantity,[4] 20251205_SR_saliva_set2_#4.raw.PG.Quantity,[5] 20251205_SR_saliva_set2_#5.raw.PG.Quantity,[6] 20251205_SR_saliva_set2_#6.raw.PG.Quantity,[7] 20251205_SR_saliva_set2_#7.raw.PG.Quantity,[8] 20251205_SR_saliva_set2_#8.raw.PG.Quantity,[9] 20251205_SR_saliva_set2_#9.raw.PG.Quantity,[10] 20251205_SR_saliva_set2_#10.raw.PG.Quantity,[11] 20251205_SR_saliva_set2_#11.raw.PG.Quantity,[12] 20251205_SR_saliva_set2_#12.raw.PG.Quantity,[13] 20251205_SR_saliva_set2_#13.raw.PG.Quantity,[1] 20251205_SR_saliva_set2_#1.raw.PG.IBAQ,[2] 20251205_SR_saliva_set2_#2.raw.PG.IBAQ,[3] 20251205_SR_saliva_set2_#3.raw.PG.IBAQ,[4] 20251205_SR_saliva_set2_#4.raw.PG.IBAQ,[5] 20251205_SR_saliva_set2_#5.raw.PG.IBAQ,[6] 20251205_SR_saliva_set2_#6.raw.PG.IBAQ,[7] 20251205_SR_saliva_set2_#7.raw.PG.IBAQ,[8] 20251205_SR_saliva_set2_#8.raw.PG.IBAQ,[9] 20251205_SR_saliva_set2_#9.raw.PG.IBAQ,[10] 20251205_SR_saliva_set2_#10.raw.PG.IBAQ,[11] 20251205_SR_saliva_set2_#11.raw.PG.IBAQ,[12] 20251205_SR_saliva_set2_#12.raw.PG.IBAQ,[13] 20251205_SR_saliva_set2_#13.raw.PG.IBAQ
80467.16,1,Q06335,Aplp2,Mus musculus,Amyloid beta precursor like protein 2,1,1,1,1,1,0,1,1,1,1,1,1,1,10918.24902,23507.5957,11072.22656,10406.96387,4011.489014,NaN,8030.625,7948.328125,19154.11523,4519.022461,13104.1543,5889.615723,4857.655273,311.9,671.6,316.3,297.3,114.6,NaN,229.4,227.1,547.3,129.1,374.4,168.3,138.8
44769.15,9,Q06770,Serpina6,Mus musculus,Corticosteroid-binding globulin,2,0,0,3,9,5,6,4,5,4,8,6,6,6984.969727,NaN,NaN,11658.91211,198207.5313,15666.90723,57922.29688,20542.39844,33010.06641,15583.29199,88661.38281,28308.08203,56342.36328,859.1,NaN,NaN,3306.2,104964.703,6310.4,20709.4,2949.5,10999.1,3583.3,45940.102,9760.5,20145.699
51655.6,18,Q06890,Clu,Mus musculus,Clusterin,12,12,12,13,18,12,15,13,10,12,16,13,14,436220.0625,389855.1563,427067.4688,702572.125,3584919.25,436073.8438,641405.1875,975842.875,318531.6563,602590,1252684.25,536353.875,765498.875,84452.297,80073.102,83998.203,147510.797,750706.812,98710.898,141733.703,201203.297,62275.301,120999.297,267014.812,118622.898,159052.094
49925.27,2,Q07076,Anxa7,Mus musculus,Annexin A7,2,2,2,2,2,1,2,2,2,2,2,2,2,61406.55859,35796.5,29859.39844,23540.36328,32095.45508,36960.40234,23316.28516,22822.73633,13433.46777,30302.59375,53084.05078,21820.04883,32881.07031,5674.2,3701.2,3456.2,2288.6,3030.3,1950,2184.5,2257.3,1252.8,2953.4,4961.2,2022.7,3063.8
273815.42,6,Q07113,Igf2r,Mus musculus,Cation-independent mannose-6-phosphate receptor,5,5,4,4,5,4,6,4,4,4,4,6,4,56560.03125,100159.8984,76883.86719,89718.17188,46563.08594,51615.13672,76293.74219,72361.9375,87839.82813,56111.12891,59089.08984,68629.64063,54516.48047,1941.6,3154.8,2308.5,2717.5,1500.4,1474.4,2171.5,1871.2,2527.9,1751.7,1837.7,1906,1691.9
44207.35,12,Q07235,Serpine2,Mus musculus,Glia-derived nexin,11,11,11,10,10,8,10,10,8,9,12,10,11,431114.0313,478392.1563,258117.5938,239249.6563,225909.5,180798.5469,186993.9531,192976.8906,256059.4219,156539.5,197787.0938,205494.9219,186936.9219,69118.102,87571.398,56551.199,53448.301,32634.4,33237.699,30747.4,35491,46041.699,26714.5,37259.898,43092,34436.398
39029.21,4,Q07456,Ambp,Mus musculus,Protein AMBP,2,1,2,2,4,1,1,1,2,1,3,1,3,38215.13281,103912.8906,26431.30859,58933.60156,63150.91016,64914.09375,78680.5,68173.46094,38798.96484,62230.15234,110950.7734,62301.42578,38208.61719,3693,4998,1734,6732.8,93767.398,3122.3,3784.4,3279,6807.2,2993.2,27244.801,2996.6,6150.3
64491.11,10,Q07797,Lgals3bp,Mus musculus,Galectin-3-binding protein,9,9,9,9,7,10,9,10,10,10,9,10,9,327725.625,678817,527700.6875,522106.4688,222487.6094,571668,521295.5625,1095846.125,794958.5,1052127,331599.3125,749788.75,419919.1563,51668.801,94117.703,78635.602,78538.898,23302.6,80466.297,91319.703,176349.297,129965.203,176456.797,50131,117173.797,67597.102
21394.59,3,Q07813,Bax,Mus musculus,Apoptosis regulator BAX,2,1,0,1,3,2,1,0,2,2,2,1,2,23764.88867,23560.81836,NaN,23673.6543,60672.91797,23115.59961,18045.48047,NaN,26266.46875,17521.4375,28099.98438,13485.10254,12584.49609,4712.2,3187.6,NaN,3202.9,12654.9,4554.2,2441.4,NaN,5198.8,3556.1,4216.6,1824.5,2632.4
76195.26,3,Q07968,F13b,Mus musculus,Coagulation factor XIII B chain,0,0,0,0,3,0,0,0,0,0,3,0,1,NaN,NaN,NaN,NaN,45643.83594,NaN,NaN,NaN,NaN,NaN,12073.19336,NaN,4505.873047,NaN,NaN,NaN,NaN,3212.8,NaN,NaN,NaN,NaN,NaN,1065.3,NaN,188.1
33155.5,3,Q08093,Cnn2,Mus musculus,Calponin-2,2,2,2,2,3,2,2,2,2,2,2,1,2,17603.0293,20865.86719,12395.56055,18342.06641,25565.57031,28607.22266,13599.05273,17147.04492,24520.45117,12360.32422,5623.169922,23272.88477,21002.85742,3784.4,4429.9,2580.2,2463.4,3929.6,3829.2,2607,3439.1,4732.9,1732.3,1728.6,1292.6,3236.9
77309.34,24,Q08189,Tgm3,Mus musculus,Protein-glutamine gamma-glutamyltransferase E,23,19,21,19,22,22,20,20,20,23,22,20,22,1642930.5,751466.5625,889401.375,255232.4688,627297.5,733480.125,562243.6875,556711.125,449476.5313,1054609.5,866468.8125,653022.6875,722550.6875,226284.906,112199.203,118708.102,62932.898,111125.203,128802.703,82765.602,91453.203,70489.398,232845.094,129850.797,110364.5,103490
31372.63,13,Q08331,Calb2,Mus musculus,Calretinin,1,0,0,0,13,1,2,0,0,2,12,2,9,40261.42969,NaN,NaN,NaN,543295.125,17209.54688,86817.89063,NaN,NaN,24727.3457,293509.25,33278.41406,114810.1016,3055.5,NaN,NaN,NaN,152998.297,1306.1,7438.1,NaN,NaN,2695.3,64400.199,2561,16575.301
76249.54,2,Q08642,Padi2,Mus musculus,Protein-arginine deiminase type-2,1,0,2,1,2,0,1,2,1,1,2,1,1,49622.34766,NaN,11067.12012,26864.46484,25828.88867,NaN,3119.126709,18648.35352,34086.64844,44869.10938,24547.14063,26115.19141,23334.10742,4976.9,NaN,1274.2,636.1,2833.8,NaN,73.9,3990.4,807.2,1062.5,2334.9,618.4,552.5
15609.57,2,Q08652,Rbp2,Mus musculus,Retinol-binding protein 2,1,1,1,1,2,2,1,1,0,1,2,1,2,28998.24219,5354.351563,4383.261719,14312.20703,9835.876953,13125.65625,23767.47852,457.0951538,NaN,16881.42188,9722.572266,10225.92188,5137.186523,2846.7,962.9,430.3,2573.8,2543.7,3603.1,2333.2,82.2,NaN,1657.2,3188.2,1003.9,1392.1
74934.45,2,Q08761,Pros1,Mus musculus,Vitamin K-dependent protein S,1,2,1,2,2,1,0,2,0,1,2,1,2,7704.960449,13494.16699,12618.56152,20302.62109,9315.612305,15459.84277,NaN,12292.78125,NaN,7337.086426,20830.87891,8754.224609,1226.404175,251.9,682.9,412.6,1088.7,834.2,505.5,NaN,632.8,NaN,239.9,1041.2,286.2,69.9
52697.99,2,Q08857,Cd36,Mus musculus,Platelet glycoprotein 4,2,0,0,1,2,1,0,2,0,0,2,0,2,14626.85156,NaN,NaN,25381.83789,28842.29492,4723.739746,NaN,12386.62988,NaN,NaN,20790.25195,NaN,3973.193359,1625.2,NaN,NaN,868.3,3185.6,310.5,NaN,1180.4,NaN,NaN,2043.3,NaN,379.7
78032.76,1,Q08879,Fbln1,Mus musculus,Fibulin-1,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,44966.23438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1322.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62186.09,4,Q08890,Ids,Mus musculus,Iduronate 2-sulfatase,2,2,4,3,3,4,4,3,4,4,4,3,4,32211.47852,25744.88281,22880.48633,38118.55859,14809.65625,43562.00781,65003.54688,61131.10938,80498.22656,46111.26953,21779.20117,51004.37109,24501.36133,2541.2,2438.1,2456.2,3570.7,1428.5,4829.7,6233,4655.9,8084.1,4563.8,2440.4,4185.9,2544.9
44666.87,7,Q09014,Ncf1,Mus musculus,Neutrophil cytosol factor 1,4,4,5,6,2,7,6,5,4,5,4,7,5,17825.34766,19439.09375,21569.5625,22896.61328,5347.866699,52640.03125,47677.36328,28496.30859,32936.70703,33084.86719,14586.87109,43885.33594,18433.45898,2714.8,3311.8,4795.3,4009.1,386.1,13650,9965.7,6074.3,7471.9,6655.2,1786.8,9909.6,3324.9
58317.33,8,Q09199,B4galnt2,Mus musculus,"Beta-1,4 N-acetylgalactosaminyltransferase 2",7,8,8,7,7,5,5,5,5,5,8,4,7,300647.625,375960.9375,321079.2813,373624.0625,145214.0469,109457.4844,78176.36719,123054.8516,205029.0469,89142.69531,203298.6406,67606.36719,144296.9219,29486.5,36747.801,34903,41953,14455.3,10842.9,7993.9,14310.6,19029.301,7648.9,22377.301,8371.6,15756.4
59211.94,6,Q09200,B4galnt1,Mus musculus,"Beta-1,4 N-acetylgalactosaminyltransferase 1",6,6,6,6,5,6,5,4,5,5,6,5,5,141082.0781,156677.3125,134048.7031,101242.0469,64587.74219,86437.55469,105736.8438,96409.84375,152687.3281,110730.1719,73227.53125,86318.64063,88050.92188,16479.699,18000.4,16395,14265.9,7540,10092.8,12466.6,11089.1,16901,11472.1,7901.4,10135,9223.5
49838.66,11,Q09324,Gcnt1,Mus musculus,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",10,11,11,10,10,11,10,11,11,10,8,9,9,504994.7188,632813.5625,440195.3438,369994.1875,248091.2656,354927.375,273008.6875,361261.5625,745928.8125,384003.0625,323545.4375,344761.125,262968.5938,76334.297,87862.297,68328.297,54382.102,43963.801,55948.398,42732.398,58532,111155.297,51977,46511.199,53014.199,40273.699
37174.1,3,Q09PK2,Asprv1,Mus musculus,Retroviral-like aspartic protease 1,1,0,1,1,3,1,1,1,1,2,2,2,1,13913.6709,NaN,8338.892578,13083.43359,38248.71484,6623.473633,34567.29297,39423.37109,87326.17188,68875.83594,20051.55664,49818.21094,38546.4375,1430.9,NaN,857.6,177.2,6515.4,870,3554.8,4054.2,8980.5,10787.4,514.3,7227.7,5418.1
50660.45,8,Q0VBK2,Krt80,Mus musculus,"Keratin, type II cytoskeletal 80",7,4,7,3,7,7,5,7,6,7,7,7,7,136000.125,17426.30664,41065.29297,44525.33984,36263.48047,56162.0625,54053.04688,73410.125,44295.19141,93822.78906,60034.85547,69447.05469,63504.59766,22051.5,2189.5,7699.3,3175.5,6346.8,10540.2,7717.2,15139.4,8848.8,21594.5,9929.9,14215.2,13543
103325.39,8,Q11011,Npepps,Mus musculus,Puromycin-sensitive aminopeptidase,7,5,7,7,8,6,7,7,5,6,7,7,7,38571.96094,20876.20508,24687.94727,28206.96875,55046.55469,36530.09375,33464.94531,30756.75,32718.5,42355.62109,36007.65234,33242.77734,34827.42188,3730.2,1889,3001,2684.1,6698,3950,3379.3,3617.2,2913.9,4450.5,3623.7,3653,3155.7
55028.75,6,Q11136,Pepd,Mus musculus,Xaa-Pro dipeptidase,2,2,3,3,6,3,2,3,2,3,5,3,4,19907.3457,12470.29102,21006.91406,21845.45898,83435.00781,26984.72656,15688.71289,24674.99414,24505.16016,33408.76172,48075.01172,27953.25586,22506.82617,1799.1,1204.1,2005.1,2502,10305.5,2722.8,1471.3,2943.9,2193.1,4234.4,5742,3121.5,2569
56554.03,8,Q19LI2,A1bg,Mus musculus,Alpha-1B-glycoprotein,0,0,0,0,0,8,8,8,8,8,0,8,8,NaN,NaN,NaN,NaN,NaN,460266.2813,679449.625,250400.0625,230366.1875,257328.2656,NaN,367151,144584.1406,NaN,NaN,NaN,NaN,NaN,83081.703,113983.797,41788.199,37702.5,42108.801,NaN,64150.699,22233.5
52816.75,1,Q1XH17,Trim72,Mus musculus,Tripartite motif-containing protein 72,0,0,0,0,1,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,27485.11523,NaN,NaN,NaN,NaN,NaN,9894.291016,NaN,NaN,NaN,NaN,NaN,NaN,1597.6,NaN,NaN,NaN,NaN,NaN,447.2,NaN,NaN
251371.89,4,Q2VIS4,Flg2,Mus musculus,Filaggrin-2,4,4,4,3,3,3,3,2,2,3,4,2,2,64485.62891,51825.84375,61462.875,35690.01953,39573.13281,71756.28125,31255.07813,19024.38281,24926.80469,60768.07031,77435.47656,43465.78906,79417.76563,1786.3,1476.1,1752,1508.4,1042.7,1772.7,1052.3,404.3,545.6,1359,2151.9,1067.1,1867.8
88796.58,3,Q3B7Z2,Osbp,Mus musculus,Oxysterol-binding protein 1,0,0,2,1,3,1,1,1,0,1,2,1,1,NaN,NaN,43470.3125,64964.3125,7124.220215,2231.684082,47583.19922,3969.921631,NaN,6576.893066,1578.549194,3726.279053,5133.412598,NaN,NaN,1323.2,1565.1,642.8,127.2,1146.4,95.6,NaN,158.5,176.9,89.8,123.7
44356.99,2,Q3MI99,Ccbe1,Mus musculus,Collagen and calcium-binding EGF domain-containing protein 1,2,2,2,2,2,1,1,2,0,2,2,1,2,43398.43359,40392.42969,39765.36328,534.7963257,7925.348633,22127.68359,4981.311035,17173.31836,NaN,13447.5293,19268.06836,28232.16406,18664.20703,3303.6,2876.8,3227.4,2491.6,1298.2,201,661.9,2158.2,NaN,3722.6,1635,256.4,1248.6
30387.73,4,Q3TA59,Jmjd8,Mus musculus,JmjC domain-containing protein 8,4,4,4,4,4,4,3,4,4,4,4,4,4,274803.8125,286123.75,181504.0469,230226.2344,123186.1016,103910.5547,160053.4688,153007.125,190366.6094,122829.9453,140289.2813,149675.3438,121440.2188,63011.898,69281,40254.398,51352.199,32175.4,27074.699,35309.301,36054.5,46332.801,26064.199,37928.301,34786.5,28250.301
87753.4,2,Q3TCH7,Cul4a,Mus musculus,Cullin-4A,0,0,0,0,2,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,7055.904297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,491.0104675,NaN,NaN,NaN,NaN,278.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8
66289.46,6,Q3TCN2,Plbd2,Mus musculus,Putative phospholipase B-like 2,6,6,5,5,5,5,5,5,5,5,5,6,5,43326.23047,59843.35547,47407.23828,51452.05078,36880.23828,32544.58789,51532.21875,36541.14063,54012.44922,31805.34766,40328.68359,38164.10547,26532.24219,5245.2,7219.8,5029.7,5836.1,4451.5,3937.2,5865.8,4687.8,6887,3993.3,4897.7,4648.2,3202.6
19779.15,7,Q3THE2,Myl12b,Mus musculus,Myosin regulatory light chain 12B,7,4,6,5,7,7,5,7,7,7,6,6,7,105524.0703,100412.7188,99166.27344,127064.3281,132501.625,184426.0156,115078.9297,113377.8281,169498.8906,98554,148386.5313,148812.2031,107013.2813,47977,33602.602,45397.801,52184.301,71561.398,77978.203,51151.5,47726.199,71113.398,44769.898,61969.398,57338.301,39006.199
43688.73,2,Q3THS6,Mat2a,Mus musculus,S-adenosylmethionine synthase isoform type-2,0,0,0,0,2,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,14078.53711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1340.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56242.43,1,Q3TJM4,Cenpt,Mus musculus,Centromere protein T,1,1,1,1,1,1,1,1,1,1,1,1,1,48714.16797,398773.3125,334523.1563,1019755.875,215950.7344,17418.71094,15668.20605,20462.02734,273729,355856.5,305967.5,438583.6875,478108.2813,1739.8,14241.9,11947.3,36419.898,7712.5,622.1,559.6,730.8,9776,12709.2,10927.4,15663.7,17075.301
47661.21,4,Q3TMH2,Scrn3,Mus musculus,Secernin-3,0,0,1,0,4,0,0,0,0,0,1,0,0,NaN,NaN,3.671604633,NaN,21485.27734,NaN,NaN,NaN,NaN,NaN,1796.245483,NaN,NaN,NaN,NaN,0.2,NaN,5541.2,NaN,NaN,NaN,NaN,NaN,85.5,NaN,NaN
77775.17,7,Q3TMX7,Qsox2,Mus musculus,Sulfhydryl oxidase 2,5,5,6,5,5,5,7,6,7,6,6,7,7,52407.22656,67112.49219,41729.89063,47535.08984,34933.36719,31546.45703,49763.99609,52233.85156,64573.92969,51911.27344,38756.24609,50928.70703,35261.57813,5839.7,7531.7,4111.1,5672.4,3718.4,3860.5,4996.1,5885.4,7350.7,5561.6,4365.1,5520.6,2760.7
100100.97,7,Q3TRM8,Hk3,Mus musculus,Hexokinase-3,6,6,7,7,5,7,7,5,5,5,7,6,6,26994.3418,40072.91016,32788.55078,39735.40625,11182.11523,79017.90625,67338.03906,59706.59766,79043.17188,42287.90625,15429.56934,59920.73828,34942.69531,3342.2,5012.2,4216.7,5087.6,953.8,12449.5,8711.3,4686,7782.4,3620.3,2842.6,7278.2,3871.5
70922.72,25,Q3TTY5,Krt2,Mus musculus,"Keratin, type II cytoskeletal 2 epidermal",22,21,23,12,19,22,21,20,21,25,20,24,25,3460704.25,1460287.5,3665195.5,2432341.75,976346.875,2851568,1921236.875,1262188.25,3731095.25,3287319.75,1751229.125,2859727.25,2763763.75,402711.094,173411.094,372446.5,174660.5,95564.703,356285.812,407794.094,184824.703,404949.094,345599,163888,301592,314405.406
39968.78,1,Q3TUA9,Pomk,Mus musculus,Protein O-mannose kinase,1,0,0,1,1,0,0,0,1,0,1,1,1,7276.043945,NaN,NaN,2208.942139,5468.476563,NaN,NaN,NaN,4404.748535,NaN,5592.399414,11148.8623,4632.618164,382.9,NaN,NaN,116.3,287.8,NaN,NaN,NaN,231.8,NaN,294.3,586.8,243.8
56613.77,6,Q3TW96,Uap1l1,Mus musculus,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,2,1,4,2,5,3,4,5,3,3,6,2,5,19874.36719,63544.71875,17730.52539,9811.788086,30228.16797,11134.40918,12201.77832,21709.75391,41370.54297,23368.00586,20523.82617,29850.20898,19620.56836,786.6,364.9,3693.7,1900.1,5614.4,2123.2,2729,4672,9397.8,2491.9,3926.4,2246,10465.5
148279.14,21,Q3TYQ9,Aox4,Mus musculus,Aldehyde oxidase 4,21,15,19,9,16,17,11,15,10,18,17,15,16,374974.5,106644.7891,117625.9609,52658.51563,81118.5625,129234.3984,67977.64063,86796.24219,74769.65625,130674.5391,121566.9922,88775.02344,97094.71875,43678.801,10087.1,12897.7,3287.5,7502,13079.2,5326.6,8551,6512.8,14305.8,12421.5,9121,9847.8
28274.24,4,Q3U0B3,Dhrs11,Mus musculus,Dehydrogenase/reductase SDR family member 11,1,1,1,1,4,1,1,1,0,0,3,1,2,306954.1875,897181.5625,560558.5625,632076.5625,134705,325411.8125,881327.5,224355.1406,NaN,NaN,697840.0625,123597.3672,372332.875,21950.9,64159.102,40086.602,45201,33071,23270.801,63025.398,16044.1,NaN,NaN,76459.797,8838.7,34550.699
49799.26,2,Q3U0P5,Entpd6,Mus musculus,Ectonucleoside triphosphate diphosphohydrolase 6,2,1,1,2,2,1,2,2,2,2,1,1,1,16883.44336,37546.34766,37020.29688,22098.73438,12513.37793,23007.66602,18779.5918,17593.87695,40951.90234,21400.05273,18521.47852,24253.87305,19111.12695,1699.8,1628.3,1605.5,1722.5,1059,997.8,1539.5,1860.9,3530,2153,803.2,1051.8,828.8
76775.48,3,Q3U0V1,Khsrp,Mus musculus,Far upstream element-binding protein 2,2,2,2,3,3,3,2,3,1,2,3,3,2,9360.032227,15990.90332,18959.67188,24766.10547,53320.6875,31622.54102,19533.11328,20782.74414,8225.572266,18143.97266,17970.41406,21474.125,28245.0918,566.2,1275.1,579.3,1449,3220.7,1966.4,1164.3,1402.6,208.5,1200,1054.3,1627.8,1552.5
126852.77,3,Q3U1J4,Ddb1,Mus musculus,DNA damage-binding protein 1,2,0,1,1,3,2,1,1,0,0,2,1,2,3119.156494,NaN,6374.415039,6484.967285,34434.58203,12629.66211,20926.85938,10584.69531,NaN,NaN,17012.01367,2456.478027,9491.456055,157.6,NaN,67,68.2,1355.7,529.2,220,111.3,NaN,NaN,499.8,25.8,404.9
35693.71,1,Q3U2V3,Nudt18,Mus musculus,8-oxo-dGDP phosphatase NUDT18,1,1,1,1,1,1,1,1,1,1,1,1,1,27439.13477,34660.39844,20096.7793,63508.10938,20375.63477,47304.22266,19044.01563,49139.91797,87492.50781,61870.6875,45982.92969,30166.96484,11124.14453,1372,1733,1004.8,3175.4,1018.8,2365.2,952.2,2457,4374.6,3093.5,2299.1,1508.3,556.2
43838.61,2,Q3U4G3,Xxylt1,Mus musculus,Xyloside xylosyltransferase 1,2,2,2,2,1,2,2,2,2,2,2,1,1,27555.80859,36083.64453,17181.31445,26942.17969,10623.42285,19790.3418,17996.59961,13098.36328,52316.66406,11249.29492,19650.45313,13799.75195,10104.6875,4656.1,6054.5,2347.4,3253,1275.9,2166.5,1238.2,953.9,3513.5,720.4,2444.5,959.5,702.6
121553.62,2,Q3U7R1,Esyt1,Mus musculus,Extended synaptotagmin-1,0,0,2,1,2,2,0,2,1,2,2,2,2,NaN,NaN,10774.19336,11946.67285,16210.53711,34228.25391,NaN,13658.53613,7432.194336,5009.755859,11326.22852,20363.57813,11556.76074,NaN,NaN,325.8,281.4,558.9,950.4,NaN,508.8,60.6,205.8,361.7,597.5,351
71440.15,4,Q3U9G9,Lbr,Mus musculus,Delta(14)-sterol reductase LBR,3,3,4,2,2,4,2,2,3,4,2,4,4,27640.92578,24684.19727,50811.83203,31889.68945,13498.40234,96737.75781,31201.57813,32672.91406,47323.26172,35382.52344,19057.66992,52536.50781,41488.78125,2363.9,2534.9,7678.8,3184.8,1362.5,11012.7,3164.2,3665.7,7031,5270.2,1693.2,6749.7,5991.9
26306.14,1,Q3UBX0,Tmem109,Mus musculus,Voltage-gated monoatomic cation channel TMEM109,1,1,1,1,1,1,1,1,1,1,1,0,1,85044.79688,141831.1563,141798.6094,100919.6719,77611.48438,76104.60938,37584.60547,35203.49609,20991.52734,62906.08594,93936.32031,NaN,35947.75781,8504.5,14183.1,14179.9,10092,7761.1,7610.5,3758.5,3520.3,2099.2,6290.6,9393.6,NaN,3594.8
37998.32,1,Q3UDR8,Yipf3,Mus musculus,Protein YIPF3,1,1,1,1,1,1,1,1,1,1,1,1,1,383093.2813,916772.75,644012.375,1007510.75,317523.0313,601297.8125,514161.7188,440687.9375,729218.1875,423996.5938,457219.2188,558078.375,274446.0313,21283,50931.801,35778.5,55972.801,17640.199,33405.398,28564.5,24482.699,40512.102,23555.4,25401.1,31004.4,15247
29343.64;29485.8,2,Q3UGC7;Q66JS6,Eif3j1;Eif3j2,Mus musculus,Eukaryotic translation initiation factor 3 subunit J-A;Eukaryotic translation initiation factor 3 subunit J-B,0,0,0,1,2,0,1,0,0,0,1,1,1,NaN,NaN,NaN,10526.57617,11687.36328,NaN,875.4103394,NaN,NaN,NaN,19877.81445,5149.119141,3313.257813,NaN,NaN,NaN,701.8;701.8,2098.4;2098.4,NaN,58.4;58.4,NaN,NaN,NaN,1325.2;1325.2,343.3;343.3,220.9;220.9
28730.18,2,Q3UGR5,Hdhd2,Mus musculus,Haloacid dehalogenase-like hydrolase domain-containing protein 2,0,0,0,0,2,1,0,0,0,0,2,1,0,NaN,NaN,NaN,NaN,37327.09375,33254.27344,NaN,NaN,NaN,NaN,21757.62891,3154.192871,NaN,NaN,NaN,NaN,NaN,5642.8,4785.2,NaN,NaN,NaN,NaN,3525.8,453.9,NaN
46490.64,3,Q3UHH8,Gxylt1,Mus musculus,Glucoside xylosyltransferase 1,3,2,2,2,1,3,3,3,3,3,2,2,2,21131.49023,21811.65234,22695.63672,13656.99414,9844.888672,13223.66699,39408.12109,33600.97266,39653.37891,24677.93945,4047.508545,28071.24805,22064.91797,2457.7,1838.7,1770.4,1072.6,781.3,1552.9,5015.2,4601.5,6478.5,3225.3,575.4,3156.6,2026.9
100725.63,8,Q3UHN9,Ndst1,Mus musculus,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,7,5,7,7,4,7,8,6,6,8,4,8,6,28222.71094,43516.32813,31703.85742,28956.28516,12933.39844,33407.21094,47592.19531,46141.64453,79572.17188,49078.875,18412.40625,41450.53125,28301.89844,2481.2,3407.9,2641.6,2395.5,803.3,2711.7,4027,3570,4884.5,4095.4,1073.3,3431.5,2792.6
213862.48,1,Q3UHU5,Mtcl1,Mus musculus,Microtubule cross-linking factor 1,1,1,1,1,1,1,1,1,1,1,1,1,1,65766.05469,99462.53125,66719.76563,94312.28125,184528.2188,96142.22656,89991.55469,148622.5938,124551.0234,275838.9375,47138.26172,117861.6719,130255.0703,1189.3,1163.2,1054,1745,2475.6,1124.4,1263.2,2524.8,1667.1,3675,1116.8,1606.4,1909.1
36793.12,1,Q3UI43,Babam1,Mus musculus,BRISC and BRCA1-A complex member 1,1,0,0,0,1,1,0,0,0,1,1,1,1,1553.289429,NaN,NaN,NaN,7631.967773,2295.646484,NaN,NaN,NaN,7245.36084,2558.632813,3518.400879,2.650546312,74,NaN,NaN,NaN,363.4,109.3,NaN,NaN,NaN,345,121.8,167.5,0.1
98198.4,1,Q3UJB0,Sf3b2,Mus musculus,Splicing factor 3B subunit 2,0,0,0,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,2941.674561,6197.416992,15535.2002,5500.818359,10642.04102,7358.304688,3872.803223,3472.674561,9011.670898,5059.146973,NaN,NaN,NaN,65.4,137.7,345.2,122.2,236.5,163.5,86.1,77.2,200.3,112.4
